"","Year","Area","Street","Street.2"
"1264",2011,"Birmingham","Pagoda Island",""
"1265",2011,"Birmingham","paradise forum",""
"1266",2011,"Birmingham","Paradise Forum City Centre Birmingham",""
"1267",2011,"Birmingham","Paradise Forum  Victoria Square  Birmingham","Paradise Forum Victoria Square Birmingham"
"1268",2011,"Birmingham","Pershore St car park",""
"1269",2011,"Birmingham","Pershore St. Rd.  City Centre","Pershore St. Rd. City Centre"
"1270",2011,"Birmingham","Pershore St.  City Centre ","Pershore St. City Centre"
"1271",2011,"Birmingham","Pizza Hut  New St  Birmingham","Pizza Hut New St Birmingham"
"1272",2011,"Birmingham","Quigley Ave.",""
"1273",2011,"Birmingham","Rag market  city centre","Rag market city centre"
"1274",2011,"Birmingham","Reflex on BRd. St.  Birmingham","Reflex on BRd. St. Birmingham"
"1275",2011,"Birmingham","regency wharf",""
"1276",2011,"Birmingham","Risa Bar  Birmingham","Risa Bar Birmingham"
"1277",2011,"Birmingham","Risa BRd. St.","RisaBRd. St."
"1278",2011,"Birmingham","Rookery Rd.  Handsworth","Rookery Rd. Handsworth"
"1279",2011,"Birmingham","Rottersley St.  Birmingham","Rottersley St. Birmingham"
"1280",2011,"Birmingham","Rotunda Island  City CEntre","Rotunda Island City CEntre"
"1281",2011,"Birmingham","Sainsburys Colmore Row",""
"1282",2011,"Birmingham","Sandringham Rd.",""
"1283",2011,"Birmingham","Sandwell Hospital",""
"1284",2011,"Birmingham","Sence in the Arcadian",""
"1285",2011,"Birmingham","Sense Nightclub  Arcadia  Birmingham","Sense Nightclub Arcadia Birmingham"
"1286",2011,"Birmingham","Shadwell St.",""
"1287",2011,"Birmingham","Shakespeare Bar  New St. Station ","Shakespeare Bar New St. Station"
"1288",2011,"Birmingham","Shakespeare PH  New St Station","Shakespeare PH New St Station"
"1289",2011,"Birmingham","Sheepcote St.  Birmingham","Sheepcote St. Birmingham"
"1290",2011,"Birmingham","Sioho Rd.  Handsworth","Sioho Rd. Handsworth"
"1291",2011,"Birmingham","Slade Rd.  erdington","Slade Rd. erdington"
"1292",2011,"Birmingham","Small brook Queensway",""
"1293",2011,"Birmingham","Smallbrook Queensway",""
"1294",2011,"Birmingham","smallbrook queensway",""
"1295",2011,"Birmingham","smallbrook queensway","smallbrook queensway"
"1296",2011,"Birmingham","Smallbrook Queensway City Centre Birmingham",""
"1297",2011,"Birmingham","Smallbrook Queensway City centre","Smallbrook QueenswayCity centre"
"1298",2011,"Birmingham","smethwick end",""
"1299",2011,"Birmingham","soho hill",""
"1300",2011,"Birmingham","Soho Hill  Handsworth  Birmingham","Soho Hill Handsworth Birmingham"
"1301",2011,"Birmingham","Soho Rd.",""
"1302",2011,"Birmingham","Soho Rd.","Soho Rd."
"1303",2011,"Birmingham","Soho Rd.","Soho Rd."
"1304",2011,"Birmingham","soho Rd.",""
"1305",2011,"Birmingham","Sommerfield Park  Winson Green","Sommerfield Park Winson Green"
"1306",2011,"Birmingham","square peg PH",""
"1307",2011,"Birmingham","Square Peg Corporation St.","Square PegCorporation St."
"1308",2011,"Birmingham","Star city  Aston ","Star city Aston"
"1309",2011,"Birmingham","Star City  Birmingham","Star City Birmingham"
"1310",2011,"Birmingham","Star City  Nechells","Star City Nechells"
"1311",2011,"Birmingham","Station Rd.  City Centre","Station Rd. City Centre"
"1312",2011,"Birmingham","Steelhouse Lane",""
"1313",2011,"Birmingham","Steelhouse Lane","Steelhouse Lane"
"1314",2011,"Birmingham","Steelhouse Lane","Steelhouse Lane"
"1315",2011,"Birmingham","Steelhouse Lane","Steelhouse Lane"
"1316",2011,"Birmingham","Steelhouse Lane","Steelhouse Lane"
"1317",2011,"Birmingham","steelhouse lane",""
"1318",2011,"Birmingham","steelhouse lane","steelhouse lane"
"1319",2011,"Birmingham","Steelhouse Lane","Steelhouse Lane"
"1320",2011,"Birmingham","Steelhouse Lane Police station",""
"1321",2011,"Birmingham","Steelhouse Lane  Birmingham","Steelhouse Lane Birmingham"
"1322",2011,"Birmingham","Steelhouse Lane  City Centre  Birmingham","Steelhouse Lane City Centre Birmingham"
"1323",2011,"Birmingham","Stephenson St",""
"1324",2011,"Birmingham","Stephenson St.",""
"1325",2011,"Birmingham","Stephenson St.  Birmingham City","Stephenson St. Birmingham City"
"1326",2011,"Birmingham","Stephenson St.  City Centre","Stephenson St. City Centre"
"1327",2011,"Birmingham","Stephensons St.",""
"1328",2011,"Birmingham","Suffolk St Queensway",""
"1329",2011,"Birmingham","Sugar Suite  BRd. St.","Sugar Suite BRd. St."
"1330",2011,"Birmingham","summer lane",""
"1331",2011,"Birmingham","summer row",""
"1332",2011,"Birmingham","Temple Row",""
"1333",2011,"Birmingham","temple row",""
"1334",2011,"Birmingham","Tennant St",""
"1335",2011,"Birmingham","Terrace Rd.  Handsworth","Terrace Rd. Handsworth"
"1336",2011,"Birmingham","tesco aston lane",""
"1337",2011,"Birmingham","Tesco SpringHill",""
"1338",2011,"Birmingham","The Parade Sutton Coldfield","The Parade Sutton Coldfield"
"1339",2011,"Birmingham","The Parade  Sutton Coldfield","The Parade Sutton Coldfield"
"1340",2011,"Birmingham","The Ramp  Corporation St  Birmingham","The Ramp Corporation St Birmingham"
"1341",2011,"Birmingham","The Ramp ","The Ramp"
"1342",2011,"Birmingham","Thornhill Rd.  Birmingham","Thornhill Rd. Birmingham"
"1343",2011,"Birmingham","Thornhill Rd.  Handsworth","Thornhill Rd. Handsworth"
"1344",2011,"Birmingham","Thorpe St at Hurst St",""
"1345",2011,"Birmingham","Thorpe St.",""
"1346",2011,"Birmingham","Trocadero Public house o/s",""
"1347",2011,"Birmingham","Turners Pallets  Hayhole Rd.","Turners Pallets Hayhole Rd."
"1348",2011,"Birmingham","upper dean street",""
"1349",2011,"Birmingham","Upper Dean St.  Birmingham","Upper Dean St. Birmingham"
"1350",2011,"Birmingham","Upper Dean St.  Birmingham City Centre","Upper Dean St. Birmingham City Centre"
"1351",2011,"Birmingham","Upper Dean St.  City Centre","Upper Dean St. City Centre"
"1352",2011,"Birmingham","Upper parade Sutton Coldfield",""
"1353",2011,"Birmingham","Upper Parade Sutton Coldfield",""
"1354",2011,"Birmingham","victoria square   bham","victoria square  bham"
"1355",2011,"Birmingham","Victoria Square  City Centre ","Victoria Square City Centre"
"1356",2011,"Birmingham","Waiverley park Handsworth","Waiverley parkHandsworth"
"1357",2011,"Birmingham","walkabout bar bRd. st",""
"1358",2011,"Birmingham","Walkabout PH  BRd. St  Birmingham","Walkabout PH BRd. St Birmingham"
"1359",2011,"Birmingham","Walkabout PH  BRd. St.  Birmingham","Walkabout PH BRd. St. Birmingham"
"1360",2011,"Birmingham","Walkabout  BRd. St.","Walkabout BRd. St."
"1361",2011,"Birmingham","Walsall Rd.   great barr","Walsall Rd.  great barr"
"1362",2011,"Birmingham","Walsall Rd.  Perry Barr","Walsall Rd. Perry Barr"
"1363",2011,"Birmingham","warf Rd. kings norton",""
"1364",2011,"Birmingham","Warwards Lane",""
"1365",2011,"Birmingham","Washington Drive  Handsworth Wood","Washington Drive Handsworth Wood"
"1366",2011,"Birmingham","Washington St.",""
"1367",2011,"Birmingham","Waterloo Rd.  Smethwick","Waterloo Rd. Smethwick"
"1368",2011,"Birmingham","Waverhill Park  Handsworth","Waverhill Park Handsworth"
"1369",2011,"Birmingham","Waverhill Rd.  Handsworth","Waverhill Rd. Handsworth"
"1370",2011,"Birmingham","way entrance villa ground",""
"1371",2011,"Birmingham","Wellington Rd.",""
"1372",2011,"Birmingham","Witton Arms",""
"1373",2011,"Birmingham","Witton Rd.",""
"1374",2011,"Birmingham","Witton Rd.","Witton Rd."
"1375",2011,"Birmingham","Witton Rd. Aston",""
"1376",2011,"Birmingham","Wrottesley St.",""
"1377",2011,"Coventry","primrose hill Coventry",""
"1378",2011,"Coventry","Albany Rd.",""
"1379",2011,"Coventry","Aldbourne Rd.",""
"1380",2011,"Coventry","aldermans green Rd.",""
"1381",2011,"Coventry","Allesley Old Rd.",""
"1382",2011,"Coventry","Almond Tree Ave.",""
"1383",2011,"Coventry","arbury ave Coventry",""
"1384",2011,"Coventry","Arena carpark A444",""
"1385",2011,"Coventry","argyle st Coventry",""
"1386",2011,"Coventry","Armstrong Ave. Stoke",""
"1387",2011,"Coventry","Ashorne Close",""
"1388",2011,"Coventry","Attoxhall Rd",""
"1389",2011,"Coventry","averley Rd.   daimler green","averley Rd.  daimler green"
"1390",2011,"Coventry","Awson St.",""
"1391",2011,"Coventry","Bandals Surgery  Foleshill Rd.","Bandals Surgery Foleshill Rd."
"1392",2011,"Coventry","bell green rd Junction A444",""
"1393",2011,"Coventry","Bell Green Rd.  Coventry","Bell Green Rd. Coventry"
"1394",2011,"Coventry","Bell Green Rd.  Coventry","Bell Green Rd. Coventry"
"1395",2011,"Coventry","Binley Rd.",""
"1396",2011,"Coventry","Binley Rd.","Binley Rd."
"1397",2011,"Coventry","Binley Rd.","Binley Rd."
"1398",2011,"Coventry","Binley Rd.","Binley Rd."
"1399",2011,"Coventry","bishop street",""
"1400",2011,"Coventry","Blackhorse lane",""
"1401",2011,"Coventry","Blythe Rd.",""
"1402",2011,"Coventry","BP Garage Ansty Rd.",""
"1403",2011,"Coventry","bramble st coventry",""
"1404",2011,"Coventry","Braod Park Rd.  Coventry","Braod Park Rd. Coventry"
"1405",2011,"Coventry","Bredon Ave  Coventry","Bredon Ave Coventry"
"1406",2011,"Coventry","BRd.gate",""
"1407",2011,"Coventry","Bull Yard",""
"1408",2011,"Coventry","Bushberry Ave.",""
"1409",2011,"Coventry","butts Rd. Coventry",""
"1410",2011,"Coventry","cashs lane",""
"1411",2011,"Coventry","Cauldon Rd.",""
"1412",2011,"Coventry","Charter Ave",""
"1413",2011,"Coventry","charter ave Coventry",""
"1414",2011,"Coventry","Chester St.",""
"1415",2011,"Coventry","Chesterton Rd.",""
"1416",2011,"Coventry","Cheveral Ave  Coventry","Cheveral Ave Coventry"
"1417",2011,"Coventry","Cliffbridge Rd.",""
"1418",2011,"Coventry","Clifton St  Coventry ","Clifton St Coventry"
"1419",2011,"Coventry","Coc street",""
"1420",2011,"Coventry","Communal landing at George Poole House  Coventry","Communal landing at George Poole House Coventry"
"1421",2011,"Coventry","Compton Rd.",""
"1422",2011,"Coventry","concourse near mortimers",""
"1423",2011,"Coventry","cook st",""
"1424",2011,"Coventry","Corporation St","Corporation St"
"1425",2011,"Coventry","Corporation St  Coventry ","Corporation St Coventry"
"1426",2011,"Coventry","Corporation St.","Corporation St."
"1427",2011,"Coventry","Coundon Rd.",""
"1428",2011,"Coventry","coventry",""
"1429",2011,"Coventry","Coventry Central cells",""
"1430",2011,"Coventry","Coventry Central Front office",""
"1431",2011,"Coventry","coventry central pol stn",""
"1432",2011,"Coventry","coventry central police station",""
"1433",2011,"Coventry","coventry central police station","coventry central police station"
"1434",2011,"Coventry","Coventry Central PS",""
"1435",2011,"Coventry","Coventry Central PS","Coventry Central PS"
"1436",2011,"Coventry","Coventry Railwat Station ","Coventry Railwat Station"
"1437",2011,"Coventry","Coventry Railway Station ","Coventry Railway Station"
"1438",2011,"Coventry","coventry train station",""
"1439",2011,"Coventry","Cox street",""
"1440",2011,"Coventry","Cross Rd.",""
"1441",2011,"Coventry","devonshire arms",""
"1442",2011,"Coventry","duckham court",""
"1443",2011,"Coventry","Earlsdon High St.",""
"1444",2011,"Coventry","Elms Pub  Birmingham Rd.","Elms Pub Birmingham Rd."
"1445",2011,"Coventry","fairfax street",""
"1446",2011,"Coventry","far gosford street",""
"1447",2011,"Coventry","Far Gosford St.",""
"1448",2011,"Coventry","Farndale Ave",""
"1449",2011,"Coventry","Farndale Ave","Farndale Ave"
"1450",2011,"Coventry","Foleshill Rd",""
"1451",2011,"Coventry","Foleshill Rd.",""
"1452",2011,"Coventry","Foleshill Rd.","Foleshill Rd."
"1453",2011,"Coventry","Foleshill Rd.","Foleshill Rd."
"1454",2011,"Coventry","Foleshill Rd.  Coventry","Foleshill Rd. Coventry"
"1455",2011,"Coventry","Four Pounds Ave  Coventry","Four Pounds Ave Coventry"
"1456",2011,"Coventry","FRiars Rd.",""
"1457",2011,"Coventry","front of Coventry Central police Station",""
"1458",2011,"Coventry","Front office",""
"1459",2011,"Coventry","Front Office",""
"1460",2011,"Coventry","Gala Bingo  Pool Meadow","Gala Bingo Pool Meadow"
"1461",2011,"Coventry","Gosford St.",""
"1462",2011,"Coventry","Gosford street",""
"1463",2011,"Coventry","Gosford St.","Gosford St."
"1464",2011,"Coventry","greyfriars st Coventry",""
"1465",2011,"Coventry","gulson Rd. Coventry",""
"1466",2011,"Coventry","Gulson Rd. Coventry",""
"1467",2011,"Coventry","hale st",""
"1468",2011,"Coventry","Hales St.  Coventry","Hales St. Coventry"
"1469",2011,"Coventry","Hartfrod street",""
"1470",2011,"Coventry","hayle street",""
"1471",2011,"Coventry","hayles street",""
"1472",2011,"Coventry","Hedgefield Way",""
"1473",2011,"Coventry","herald way Coventry",""
"1474",2011,"Coventry","high st Coventry",""
"1475",2011,"Coventry","High St.","High St."
"1476",2011,"Coventry","High St.","High St."
"1477",2011,"Coventry","Hill St.","Hill St."
"1478",2011,"Coventry","Hipswell Highway",""
"1479",2011,"Coventry","holmesdale Rd.",""
"1480",2011,"Coventry","hurst Rd.",""
"1481",2011,"Coventry","ibis hotel",""
"1482",2011,"Coventry","Ikea Car Park",""
"1483",2011,"Coventry","ikea plaza",""
"1484",2011,"Coventry","iron monger row",""
"1485",2011,"Coventry","jardine crescent",""
"1486",2011,"Coventry","jardine crescent","jardine crescent"
"1487",2011,"Coventry","Jasrdine Crescent",""
"1488",2011,"Coventry","JD Wetherspoon Earlsdon",""
"1489",2011,"Coventry","Jordan Well",""
"1490",2011,"Coventry","Jordan Well   Coventry","Jordan Well  Coventry"
"1491",2011,"Coventry","Jubilee cresent",""
"1492",2011,"Coventry","Kirby Rd.",""
"1493",2011,"Coventry","Lady Lane",""
"1494",2011,"Coventry","Lambeth Close",""
"1495",2011,"Coventry","Leader Close",""
"1496",2011,"Coventry","Lidice Place",""
"1497",2011,"Coventry","Lincoln St.  Coventry","Lincoln St. Coventry"
"1498",2011,"Coventry","Littl Park St.",""
"1499",2011,"Coventry","Little park st  Coventry ","Little park st Coventry"
"1500",2011,"Coventry","Little Park St  Coventry ","Little Park St Coventry"
"1501",2011,"Coventry","little park st Coventry",""
"1502",2011,"Coventry","Little Park St.",""
"1503",2011,"Coventry","Little Park St.","Little Park St."
"1504",2011,"Coventry","Little Park street",""
"1505",2011,"Coventry","little park street",""
"1506",2011,"Coventry","Little Park St.","Little Park St."
"1507",2011,"Coventry","Little Park St.","Little Park St."
"1508",2011,"Coventry","Little Park St.","Little Park St."
"1509",2011,"Coventry","Little Park St.","Little Park St."
"1510",2011,"Coventry","little park street","little park street"
"1511",2011,"Coventry","London Rd.",""
"1512",2011,"Coventry","London Rd.","London Rd."
"1513",2011,"Coventry","Longford Rd.",""
"1514",2011,"Coventry","Lower Ford st",""
"1515",2011,"Coventry","lower ford street",""
"1516",2011,"Coventry","lower holyhead d jtn with spon st",""
"1517",2011,"Coventry","lower holyhead rd Coventry",""
"1518",2011,"Coventry","lower holyhead Rd. Coventry",""
"1519",2011,"Coventry","Lower Precinct Coventry",""
"1520",2011,"Coventry","MAFO",""
"1521",2011,"Coventry","Manor house drive",""
"1522",2011,"Coventry","Market Way",""
"1523",2011,"Coventry","mary slessor st",""
"1524",2011,"Coventry","masser Rd.",""
"1525",2011,"Coventry","McDonalds Restaurant A45  Coventry ","McDonalds Restaurant A45 Coventry"
"1526",2011,"Coventry","Memorial Park  Coventry","Memorial Park Coventry"
"1527",2011,"Coventry","Middle Ride",""
"1528",2011,"Coventry","Mile Lane",""
"1529",2011,"Coventry","Mile lane",""
"1530",2011,"Coventry","Millenium Place",""
"1531",2011,"Coventry","Millenium Place","Millenium Place"
"1532",2011,"Coventry","Mint Casino  King William St.","Mint Casino King William St."
"1533",2011,"Coventry","Miranda Close",""
"1534",2011,"Coventry","morris Rd.",""
"1535",2011,"Coventry","motor museum",""
"1536",2011,"Coventry","new union st",""
"1537",2011,"Coventry","Norman place Rd.",""
"1538",2011,"Coventry","Northy Rd.",""
"1539",2011,"Coventry","o/s CCFO",""
"1540",2011,"Coventry","o/s coventry central police station",""
"1541",2011,"Coventry","o/s Gosford Arms",""
"1542",2011,"Coventry","Oak Gosford St.",""
"1543",2011,"Coventry","Outside Coventry Central PS",""
"1544",2011,"Coventry","Outside Foleshill PS",""
"1545",2011,"Coventry","Outside front of Coventry Central Police Station ","Outside front of Coventry Central Police Station"
"1546",2011,"Coventry","Outside heat Bar",""
"1547",2011,"Coventry","outside kasbars",""
"1548",2011,"Coventry","Outside of the Jewson Stand  Richo arena  Coventry","Outside of the Jewson Stand Richo arena Coventry"
"1549",2011,"Coventry","owenford Rd.",""
"1550",2011,"Coventry","Palm Tree Ave  Wood End","Palm Tree Ave Wood End"
"1551",2011,"Coventry","Palmer Lane   Coventry ","Palmer Lane  Coventry"
"1552",2011,"Coventry","Palmer Lane   Coventry ","Palmer Lane  Coventry"
"1553",2011,"Coventry","Palmer Lane   Coventry ","Palmer Lane  Coventry"
"1554",2011,"Coventry","Penruddick Drive  Coventry","Penruddick Drive Coventry"
"1555",2011,"Coventry","Plymouth close",""
"1556",2011,"Coventry","pool meadow",""
"1557",2011,"Coventry","Pool Meadow Bus Station",""
"1558",2011,"Coventry","pool meadow bus stn",""
"1559",2011,"Coventry","Poolmeadow",""
"1560",2011,"Coventry","Poolmeadow bus station",""
"1561",2011,"Coventry","Poolmeadow bus station","Poolmeadow bus station"
"1562",2011,"Coventry","Poppy Court  Remembrance Rd.  Willenhall  Coventry","Poppy Court Remembrance Rd. Willenhall Coventry"
"1563",2011,"Coventry","Primrose Hill St",""
"1564",2011,"Coventry","Primrose Hill St.",""
"1565",2011,"Coventry","Primrose Hill St.","Primrose Hill St."
"1566",2011,"Coventry","Primrose Hill St.  Coventry ","Primrose Hill St. Coventry"
"1567",2011,"Coventry","Princethorpe way",""
"1568",2011,"Coventry","Priory Fields  Coventry","Priory Fields Coventry"
"1569",2011,"Coventry","Priory Gardens",""
"1570",2011,"Coventry","Priory St.",""
"1571",2011,"Coventry","puma way",""
"1572",2011,"Coventry","Queen Mary s Rd.  Foleshill  Coventry ","Queen Marys Rd. Foleshill Coventry"
"1573",2011,"Coventry","queen marys Rd. Coventry",""
"1574",2011,"Coventry","Queen Victoria Rd.",""
"1575",2011,"Coventry","Radford Rd.",""
"1576",2011,"Coventry","Radford Rd.","Radford Rd."
"1577",2011,"Coventry","raglan street",""
"1578",2011,"Coventry","Red lane",""
"1579",2011,"Coventry","Remembrance Rd.",""
"1580",2011,"Coventry","richo areana",""
"1581",2011,"Coventry","richo areana","richo areana"
"1582",2011,"Coventry","Richo arena  Coventry","Richo arena Coventry"
"1583",2011,"Coventry","Ricoh Arena",""
"1584",2011,"Coventry","Ricoh Arena","Ricoh Arena"
"1585",2011,"Coventry","Ricoh Arena","Ricoh Arena"
"1586",2011,"Coventry","Ridgethorpe  Willenhall  Coventry","Ridgethorpe Willenhall Coventry"
"1587",2011,"Coventry","Rileys Square  Bell Green","Rileys Square Bell Green"
"1588",2011,"Coventry","Ring Rd",""
